Transporter,Address,Numbers,Contact Person
K STEAMSHIP AGENCIES PVT. LTD.,"plot no 114-116- b-wing- 1st floor- mittal tower- m.g. road- bengaluru - 560001- karnataka , bangalore","Contact No : 9972091849, 080, 25328399, 25328484, 25328482, 25328483,",Contact Person : mr. s manoj kumar
HERITAGE TRANSPORT ORGANISATION,"jigani bangalore , bangalore","Contact No : 9036021342, , 9036021342",Contact Person : bhagirath ram
CARGO FREIGHT MOVERS PVT.LTD.,"205- 2nd floor money chember k.h. road , bangalore","Contact No : , 41248904,",Contact Person : ashok khanodia
LEGEND PACKERS & MOVERS,"3- lst cross- 2nd main btm layout lst stage , bangalore","Contact No : 9845269411, 32509725, 25727794,",Contact Person : NULL
APOLLO DKV INSURANCE COMPANY LIMITED,"c wing- 10th floor- mittal tower- m.g. road- opp. ajanta hotel- bengaluru - 560001- karnataka , bangalore","Contact No : 9341818922, ,",Contact Person : mr. sharadha k. v. reddy
CAR MATRIX,"no.-14/1- csi compound- opposite poornima theater- bengaluru - 560027- karnataka , bangalore","Contact No : 8095115000, 080, 41144316,",Contact Person : mr. b. k. surana
DIVYA SREE PACKERS & MOVERS,"1/1. 7th cross. subhamnagar bagalore , bangalore","Contact No : 9972793777, ,",Contact Person : s.n. agarwal
SWIFT ROAD LINES,"no. 18- km tumkur road- rajarajeshwari weigh bridge� madanayakanahalli- bangalore -562123 , bangalore","Contact No : , ,",Contact Person : uttam kumar saini
KAMANA CARGO MOVERS,"b-78- devraj urs- truck terminal ll satge opp. kanterwa studio yeshwanthpur , bangalore","Contact No : 9343777125, 65702022, 41657850,",Contact Person : nilesh p. jethmalani
SRI NIDHI PACKERS & MOVERS,"53. lst kalsipalyam banglore , bangalore","Contact No : 9341991824, 41142824,",Contact Person : r.k. pandey
PACK WORLD PACKERS & MOVERS,"d-11- dduttl 2nd stage ind. suburb yeshwanthpur banglore , bangalore","Contact No : 9341249545, 22731626, 40964121,",Contact Person : NULL
METRO AUTO CONSULTANT,"no. 622� 28th main tilak nagar- bangalore -560041 , bangalore","Contact No : , ,",Contact Person : syed nisar
ARVIND MOTORS,"no. 19� shivashankar plaza� - richmond circle lalbagh road- bangalore -560027 , bangalore","Contact No : 9845539477, 9845039902, ,",Contact Person : b.r.m. prasad
ADHUNIK TRANSPORT ORGANISATION LTD.,"no. 89- 2nd floor- 2nd cross- sudamanagar , bangalore","Contact No : 9341463896, 08022274047,",Contact Person : prabhu ray
HELLO CRANES,"no. 190- whitefield road- hoodi circle- mahadevapura post- bengaluru - 560048- karnataka , bangalore","Contact No : 9341090479, 80, 32219159,",Contact Person : mr. jitendra m. anchaliya
KAMANA TRANSPORT CO.,"b-78- devraj urs- truck terminal ll satge opp. kanterwa studio yeshwanthpur , bangalore","Contact No : 9343777125, 65702022, 41657850,",Contact Person : nilesh p. jethmalani
MUKUND ROADLINES PVT.LTD.,"d-101- dduttl. 2nd stage idustrial suburb yeshwanthpur , bangalore","Contact No : 9448646246, 23578379,",Contact Person : bhupendar sharma
AKASH ROADWAYS,"dduttl 3rd- floor 2nd stage ind. suburb yeshwanthpur , bangalore","Contact No : 9448122653, 080, 23377244,",Contact Person : s.rajgopal
NEW BAL PUNJAB CARRIERS,"nh-4. 20th km. tumkur road near himalya drugs tvs showroom back side makali bang. , bangalore","Contact No : 8722083557, 23715440, 32014690,",Contact Person : s.pratap singh bhal
KARNATAKA FREIGHT MOVERS PVT.LTD.,"27- lst floor 2nd cross kalasipalyam new extn. , bangalore","Contact No : 9986012914, 26704171,",Contact Person : s.p.vij
MAHALAKSHMI LOGISTICS PVT LTD,"mahalakshmi logistics pvt. ltd. building-shri shiv krupa-shanthi nilaya- near tci bus stop- dasanpura hobli- tumkur road- bangalore - 562 123. (karnataka) , bangalore","Contact No : 9019533888, 9379263223,",Contact Person : sanjeet
SUBHKAM PACKERS AND MOVERS,"15.4th cross lalbagh road k.s. garden bengaluru , bangalore","Contact No : 9483500774, 22222887, 22222877,",Contact Person : umed dugar
SRI BALAJI CARGO MOVERS,"12/28- 2nd floor pep bhawan 4th cross h. sidhai road bangalore , bangalore","Contact No : 9845841987, 22103165,",Contact Person : laxmichand beragi
A.G INDUSTRIAL SUPPLIERS,"#21- 1st floor- k.m lane- s p road- banglore , bangalore","Contact No : , 080, 22219873,",Contact Person : NULL
LION PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9845115450, ,",Contact Person : NULL
DHL EXPRESS INDIA PVT LTD,"184- 3c- 1st division- mysore road- banglore , bangalore","Contact No : , 080, 43691113,",Contact Person : mr yogesh
SIDDHI VINAYAK LOGISTIC LTD,"shop no. 07- pushpa complex- behind rejeshwari weighers- 18 km tumkur road- madanyakanahalli , bangalore","Contact No : 9341236855, 08023710046,",Contact Person : sombeer choudhary
SRI ASHOKA ROADLINES,"2. rr.compound. 18th k.m. tumkur road opp.tci bus stop , bangalore","Contact No : 8088020816, ,",Contact Person : ramesh dhayama
INFRA AUTOMOTIVE SERVICES INDIA PVT. LTD.,"178a-� 6th main- industrial suburb- 2nd stage yeswanthpur- bangalore -560022 , bangalore","Contact No : 9740078799, 9945029191, ,",Contact Person : hemanth
KAISER PACKERS PVT.LTD.,"b-160- lst floor durb truck terminal industrial suburb , bangalore","Contact No : 9900255542, 4122822,",Contact Person : suresh kumar
PAWAN ENGINEERING,"no-282/1- kiadb road- 1st block- peenya- banglore , bangalore","Contact No : 9945801529, 080, 23723364,",Contact Person : mr murali
ASHIRWADH ROADLINES,"no. 12. 1st floor- 4th cross h siddaiah road bangalore , bangalore","Contact No : 9620002226, 08022116979, 9738676763",Contact Person : manoj kumar
ANNAI ROAD CARRIER,"no.666- 12th km. housar main road kudlu gate singsandra post- behind dakshin honda car showroom near durgai aman temple , bangalore","Contact No : 9845203407, 41113407,",Contact Person : c.s. srinivas
PREMIUM PACKERS & MOVERS,"b-55- dduttl 2nd stage ind. suburb yeshwanthpur , bangalore","Contact No : 9731896621, ,",Contact Person : NULL
A S TRANSPORT,"837/6- 1st floor- ramamurthy nagar- main road- bengaluru - 560016- karnataka , bangalore","Contact No : 9448081340, 80, 41630371,",Contact Person : mr. a. chandrashekar
SWAMY TRANSPORT SERVICE,"d-58- lst floor- dduttl- opp. kanterwa studio yeshwanthpur , bangalore","Contact No : 9845248296, 41227204, 32992880,",Contact Person : m.k. swamy
MUKATA PACKERS & MOVERS,"b-50- dduttl industrial suburb yeshwanthpur , bangalore","Contact No : 9538501075, 32021704,",Contact Person : shakti mishra
BALURGHAT TECHNOLOGIES LTD,"100- k.h. road- near hdfc bank , bangalore","Contact No : 9035624298, 46805555,",Contact Person : mr pawan kumar sethia
AA PERFECT PACKERS & RELOCATIONS,"no. 24- 1st main- devegowda road� r.t. nagar- bangalore -560032 , bangalore","Contact No : , 080 , 23338555, 080 , 23439555,",Contact Person : ramesh kumar
SRI GAYATHRI TRANSPORTS,"no. 215� 1st cross�sultanpet- bangalore -560053 , bangalore","Contact No : 9243058421, 080 , 22872694,",Contact Person : sujay
METRO LOGISTIC AND PACKERS 9743512288,"bommanhalli , bangalore","Contact No : 9743512288, ,",Contact Person : beersingh
CHAITHANIYA ROAD LINES,"dduttl 3rd- floor 2nd stage ind. suburb yeshwanthpur , bangalore","Contact No : 9448122653, 080, 23377244,",Contact Person : s.rajgopal
ACETEC MOTORS PVT. LTD.,"a-15-� 2nd stage�peenya s.i.- bangalore -560058 , bangalore","Contact No : , ,",Contact Person : premanand kamat
UMASHANKAR TRANSPORT CO.,"no. 150-c� 4th main�new tharagupet- bangalore -560002 , bangalore","Contact No : 9341218548, 080 , 26706751,",Contact Person : nagaraju
MEWAT ROADLINES,"new mruti plaza tci- bus stop banglore , bangalore","Contact No : 9243126283, 32566464,",Contact Person : kayum khan
SYNERGY FINANCIAL SOLUTIONS,"shop no. 32- 23rd main- giri nagar- t-block- bsk 3rd stage- bengaluru - 560085- karnataka , bangalore","Contact No : 9880590594, ,",Contact Person : mr. lakshman b.
TAJ PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9980799412, ,",Contact Person : NULL
CENTREL CARGO PACKERS MOVERS,"a-40- 2nd floor dduttl 2nd stage yeshwanthpur , bangalore","Contact No : 9342676233, 32468899,",Contact Person : sunil sharma
INSURANCE & INVESTMENTS,"no. 20- 6th cross- off sampige rd- malleswaram- bengaluru - 560003- karnataka , bangalore","Contact No : 9886633810, 80, 41535235,",Contact Person : mr. krishna raj suresh
DELHI JANATA ROADWAYS,"3- opp. bml- petrol bunk binnamangala bypass road nh-4 , bangalore","Contact No : 9741321289, 32956930,",Contact Person : l.kumara
SABARI ROADLINES,"no. 37� 4th main road new tharagupet- bangalore -560002 , bangalore","Contact No : 9845628239, 080 , 26706977, 080 , 26674263,",Contact Person : t.r. bhaskar
INSUCARE,"door no- no. 13/3- ground floor- 2nd cross- adii kabir ashram road- r.t. nagar- bengaluru - 560032 karnataka , bangalore","Contact No : 9886523069, 80, 65466708,",Contact Person : mr. saravanan kumar d.
SIR PACKERS & MOVERS,"bangalore , bangalore","Contact No : , 23712019,",Contact Person : NULL
AARONTECH ENGINEERING INDIA PVT LTD,"13/1- 2nd floor- jayamahal extention- 10th cross- 5th main- jayamahal road- near sbi- banglore , bangalore","Contact No : 9845153349, 080, 41491066,",Contact Person : mr haridas kolathoor
CHAMUNDI MOTORS,"plot no. 225/2- 2nd main� brindavana nagar hrbr layout- bangalore -560043 , bangalore","Contact No : 9845940643, ,",Contact Person : netraj
DARSHINI ROADLINES,"bsk 3rd stage , bangalore","Contact No : 9379353355, 9945626060, 9379353355",Contact Person : basavaraj hatti
ECONOMIC TRANSPORT ORGANISATION LIMITED,"70/1- mission road , bangalore","Contact No : 8431924777, 22223778,",Contact Person : s. k. pushp
CARAVAN PACKERS & MOVERS (INDIA),"bangalore , bangalore","Contact No : , 32422277,",Contact Person : NULL
BENGALURU HIGHWAY MOTORS,"no. 8/2/b- 73/b� kmt compound madanayakanahalli- bangalore -562123 , bangalore","Contact No : 9800009959, ,",Contact Person : NULL
SRI VINAYAKA PACKERS & MOVERS,"6/1-b- lst floor 2nd cross kalsipalyam , bangalore","Contact No : 9900026524, 22117898,",Contact Person : s|k| tiwari
KRISH ROADWAYS CORPORATION,"46/4- shop no.d-9- lst floor gjm complex 18th k.m. tumkur road madanayakanahalli , bangalore","Contact No : 9341639578, ,",Contact Person : manoj
L M MACHINERY HANDLERS,"no-2- vinayaka circle jigani- near canara bank- taluk vinayaka circle- anekal- bengaluru - 562106- karnataka , bangalore","Contact No : 9980773668, 80, 27809668,",Contact Person : mr. p. balaraju
CLASSICE PACKERS & MOVERS,"no.7- lst floor kalasipalyam new extn. lst cross , bangalore","Contact No : 9844127583, 41149534, 41243806, 22918351,",Contact Person : m.k. ramakrishna
MOTIKA ROADWAYS PVT. LTD.,"b115-� ddut terminal- industrial suburb�yeswanthpur- bangalore -560022 , bangalore","Contact No : 9480121052, 080 , 23577423, 080 , 23377675,",Contact Person : anil sharma
AYMAN MACHINES TOOLS,"no-89/2- 8th main- duggalamna temple road- 3rd phase- peenya- banglore , bangalore","Contact No : 9845769389, ,",Contact Person : khaleel ahmed
RISHAB ROAD SERVICE,"37/4- 2nd floor 4th lalbag road k.s. garden , bangalore","Contact No : 9342791652, 22114000,",Contact Person : vermaji
ANUJ CARGO MOVERS,"13- lst cross s.g. narayana layout lalbag road banglore , bangalore","Contact No : , 080, 22240422, 22274350, 22275829,",Contact Person : m.l. agarwal
JET ROAD CARRIERS INDIA PRIVATE LIMITED,"no. 18 -18th cross- hsr layout- sector - 7- bommanhalli- bangalore - 560068 , bangalore","Contact No : 9986620001, 25724296,",Contact Person : bijender choudhary
ACCIDENT RELIEF CARE (INDIA) PVT. LTD.,"plot no. 48- vaishnavi bhadri- 1 floor- 5 main- jaimhal ext. bengaluru - 560046- karnataka , bangalore","Contact No : 9845585086, ,",Contact Person : mr. sailendra kumar
SAHARA PICK PACK & MOVE PVT.LTD,"d-27- lst floor dduttl 2nd stage yeshwanthpur , bangalore","Contact No : 9900515010, 40964419, 40964360,",Contact Person : NULL
HSM ROAD LINES,"89/2- masjid building cart stand road jolly mohalla , bangalore","Contact No : 9448051696, 27708868, 26708866,",Contact Person : md. musheeruddin
ASHOK LEYLAND,"no. 100/11- 2nd floor� bull temple road�basavanagudi- bangalore -560019 , bangalore","Contact No : 9448282035, ,",Contact Person : NULL
AMAR JYOTI LOGISTICS,"snr com.near tci bus stop tumkor road banglore , bangalore","Contact No : 9341332610, 08032321121,",Contact Person : ramesh choudhary
NATIONAL CARGO MOVERS PVT LTD,"badnayakhalli-neelmangala-bangaloe , bangalore","Contact No : 8884880004, , 8884880004",Contact Person : navneeth jangir
TRANS XPRESS INDIA,"d-33- 1st floor- dduttl- industrial suburb- yeshwanthpur industrial area- banglore , bangalore","Contact No : 9880920006, ,",Contact Person : mr verma
SRI BASAVESHWARA TRANSPORT,"no. 119� 8th cross- 3rd main road�chamrajpet- bangalore -560018 , bangalore","Contact No : , ,",Contact Person : ramesh
LUCKY ROADLINES(REGD.),"14/1- 8th cross- 2nd main road chamrajpeth banglore , bangalore","Contact No : 9342578194, 26605140,",Contact Person : anand n
DINESH PACKERS & MOVERS,"d-27- dduttl yeswanthpur , bangalore","Contact No : 8880062111, 32014975,",Contact Person : surender pooniya
ICM PACK 'N' MOVE,"bangalore , bangalore","Contact No : 9343717007, ,",Contact Person : NULL
FRENCH CARGO PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9341580207, ,",Contact Person : NULL
BANGLORE PACKERS & MOVERS(REGD.),"bangalore , bangalore","Contact No : 9886444441, ,",Contact Person : NULL
NOUSHAD GOLDEN TRANSPORT,"tci bus stop- madvarapost 18th km. tumkur road -4 , bangalore","Contact No : 8088440466, ,",Contact Person : samim ahmed
S.S. CRANE SERVICES,"195/1- 2nd main road- ramachandra puram srirampuram- bangalore -560021 , bangalore","Contact No : , 080 , 23120549,",Contact Person : NULL
FLEXI MANUFACTURING SOLS LTD,"no-52a- kiadb industrial estate- bommasandra- banglore , bangalore","Contact No : 9008029742, ,",Contact Person : mr meyyendiran
AADHUNIK PACKERS & MOVER PVT. LTD.,"no. d27- 1st floor� dduttl industrial subrub�yeswanthpur 2nd stage- bangalore -560022 , bangalore","Contact No : , ,",Contact Person : sandeep kumar
DEV MOVERS & PACKERS PVT.LTD.,"b-61-62- devraj urs truck terminal industrial suburb- 2nd stage yeswanthpur , bangalore","Contact No : 9379502111, 40956611, 32956611,",Contact Person : NULL
SV MATERIAL HANDLING SYSTEMS PVT. LTD.,"plot no. 264/b� 1st road- kiadb industrial area- phase 2�harohalli- bangalore -562112 , bangalore","Contact No : 9980549902, 9980549907, ,",Contact Person : babu
OM PACKERS & MOVERS,"# 51-9th cross 80ft road j.p.nagar 1st phase , bangalore","Contact No : 9880093486, 080;65656594 / 26538,",Contact Person : gopi
GOENKA PACKER & MOVERS,"b-10- dduttl yeshwanth pur banglor , bangalore","Contact No : 9845182983, 41283997, 23578044,",Contact Person : jugal kishor
VRL LOGISTICS,"shop no. 3� 5th cross- vinayaka nagar kamakshipalya- bangalore -560079 , bangalore","Contact No : 9341488179, 080 , 22971139,",Contact Person : basavanneppa mulimani
SPEED ROADWAYS (P)LTD,"no.34 -2nd floor. 2nd cross- s g narayana layout -lalbagh road , bangalore","Contact No : 9342412467, 32400571,",Contact Person : g d agarwl
TRANSNET LOGISTICS AND PACKERS,"46/9 18th cross - rajiv gandhi nagar near allahabad bank , bangalore","Contact No : 9620310429, 9590099001, ,",Contact Person : ravi sharma
LEO INDIA PACK MOVE PVT.LTD.,"22.20th l cross near darashali - bus stop bhuneshwari nagar h.a.. farm post habbal , bangalore","Contact No : 9902151888, ,",Contact Person : rajesh sharma
SACHDEVA ROADLINES PVT LTD,"no.24/2- j.c.road ist cross- behind poornima theatre. , bangalore","Contact No : 9035197496, 8376808371, 08041142178, 0129, 4183700, 4183799,",Contact Person : rakesh manchanda
STANDARD PLASTIC MANUFACTURE,"251/3- subedar chatram road- gandhi nagar- banglore , bangalore","Contact No : , 080, 22260673,",Contact Person : NULL
GATHI PACKERS & MOVERS PVT.LTD.,"bangalore , bangalore","Contact No : , 22226299,",Contact Person : NULL
KHT AGENCIES PVT. LTD.,"no. 10� subbaiah circle- mission road lalbagh road- bangalore -560027 , bangalore","Contact No : 9845073000, ,",Contact Person : kirith
MAHALAKSHMI LOGISTICS PVT.LTD.,"no. 17- ground floor 4th cross sudhamanagar near kaveri medical , bangalore","Contact No : 9379263223, 32950283,",Contact Person : krishna jangra
CHIRAG TRANSPORT,"no.d-23- dduttl near kanterwa studio yeshwanthpur , bangalore","Contact No : 9844093356, 41311696, 32988696,",Contact Person : k.b. kempe gowd
AVIATION CARGO SYSTEMS,"11th cross- 13b main road- indira nagar h.a.l. ii stage- bangalore , bangalore","Contact No : 9845001679, 080, 25276213,",Contact Person : NULL
BALAJI MOBILE CRANES,"no. 7- muniraju building- 2nd cross- raghavendra layout- opp mei factory road- yeshwanthpur- bengaluru - 560022- karnataka , bangalore","Contact No : 9448472255, 80, 23376412,",Contact Person : mr. cheluvaraj
CHANDRA TRANSPORT CORPO.,"7/23-� 1st cross�kalasipalayam new extension- bangalore -560002 , bangalore","Contact No : 9845876247, 080 , 22235951,",Contact Person : narasimhaiah
HARISH CARGO MOVERS,"37-lst floor main m.s. ramaich enclavr nagasandra post tumkur road banglore , bangalore","Contact No : 9945270744, 32487496,",Contact Person : b. aswanth naryana
SRI UMA SHANKAR ROADLINES,"4th main road new tharagupet- bangalore -560002 , bangalore","Contact No : 9845215519, 080 , 26705188, 080 , 26700641,",Contact Person : b.t. hanumanthayya
LAL LEASING & FINANCE COMPANY,"4909- high point four service- palace road- bengaluru - 560001- karnataka , bangalore","Contact No : , 80, 22266608,",Contact Person : mr. lal chabria
SARASWATI LOGISTICS PVT LTD,"chandru building-24km -tumkur road-arshinakunte-nelamangala , bangalore","Contact No : 9035511777, 08027728194,",Contact Person : pradeep singh
VASU ROADLINES,"425- 11th b main 16th cross- 5th bloock jayanagar banglore , bangalore","Contact No : 9845984141, 32464141, 65724141,",Contact Person : k.vasu
CREATIVE CARGO PACKERS AND MOVERS,"hsr layout sector 7. bommanhalli bangalore , bangalore","Contact No : 9342516699, 08025725199,",Contact Person : narendra verma
PERFECT PACKER & MOVERS,"bangalore , bangalore","Contact No : 9845035805, 26638555,",Contact Person : NULL
PIAGGIO VEHICLES PVT. LTD.,"no. 66 � gem plaza infantry road- bangalore -560001 , bangalore","Contact No : , 30184320,",Contact Person :
BHARATH ROADLINES,"2 & 4 near swami service station 19th km. tumkur road madanayakanahalli , bangalore","Contact No : 9379337100, 32557100,",Contact Person : r.k. sharma
TRANS INTERNATIONAL PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9844028614, ,",Contact Person : NULL
GREAT INDIA CAR TRANSPORT,"18th km- tumkur road- mandanyakanahalli-� madavara- bangalore -562123 , bangalore","Contact No : 9535585872, ,",Contact Person : satyawan
A & S ENGINEERING CORPORATION,"#1- 3rd floor- new raja building- n r road- banglore , bangalore","Contact No : 9341745367, 080, 22221490,",Contact Person : anil
SENTHIL KUMAR TRANSPORT (CHENNAI)REGD.,"b-63- d. devraj urs terminal 2nd stage ind. suburb behind kanterwa studio yeshwanthpur , bangalore","Contact No : 9448477034, 32901067, 25791022,",Contact Person : r.s. sivakumar
KARAVAN RELOCATIONS,"b-166- dduttl 2nd phase-yeshwanthpur opp.kanterwa studio , bangalore","Contact No : 8050050048, 41228190, 91,",Contact Person : ashok agarwal
ACCURATE BEARING CENTER,"130/2- 1st floor- new kalasipalyam extention- banglore , bangalore","Contact No : 9341211791, 080, 22272314, 26576876,",Contact Person : NULL
BOMBAY ANDHRA TRANSPORT ORGANIZATION,"no. 23-25� 8th cross�sudhama nagar- bangalore -560027 , bangalore","Contact No : 9342483776, 080 , 22217972, 080 , 32961040,",Contact Person : ashraf
JAI MATA DI ROADLINES,"c-3 gjm complex- 19th km. tumkur road near life line hospital madanayakanahalli , bangalore","Contact No : 9845509463, 23715285, 32916394,",Contact Person : pramod singh
ABBAS CRANE SERVICE,"7-� chokkannahalli main road- jakkur post yelahanka bazaar- bangalore -560064 , bangalore","Contact No : 9738674786, 080 , 69916653,",Contact Person : a. abdul raheem
SOUTHERN FAST PACKERS & MOVERS,"lst main lst cross- beside lic office chamrajpeth , bangalore","Contact No : 9845381023, 41205883,",Contact Person : NULL
R.B. PACKERS & MOVERS,"5/20 lst floor lst cross kalsipalyam n. extn. , bangalore","Contact No : 9886378864, 32557886,",Contact Person : f.a. khan
RAMESH PACKERS & MOVERS,"c/1- dhonusa choltry- commercial complex- 3rd cross kalasipalyam , bangalore","Contact No : 9342894968, ,",Contact Person : ramesh sethy
LAXMI PACKERS & MOVERS,"57/1- 5th cross h. sidhai road banglore , bangalore","Contact No : 9845683236, 32988295, 41240887,",Contact Person : r.k. pandey
ABRACARB TOOL TECH ENGINEERS,"no-24/d- mahesh niwas- 37th a cross- jaya nagar- 8th block- banglore , bangalore","Contact No : 9740421500, 9448452562, ,",Contact Person : mr v n sharma
EXCELLENT PACKER & MOVERS,"26-27- yogesh nagar kempapura hebbal post , bangalore","Contact No : 9844081307, 23337138, 23634560,",Contact Person : rajmal
UNNATI PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9611570438, ,",Contact Person : NULL
DELHI ANDHRA Q.T.S. CARRIERS,"13- lst cross s.g. narayana layout lalbag road banglore , bangalore","Contact No : , 080, 22240422, 22274350, 22275829,",Contact Person : m.l. agarwal
MANOJ CARGO CARRIERS,"195. 4th cross lalbagh road khadar sharif garden , bangalore","Contact No : 9844059022, 22238799, 22271337,",Contact Person : p.r. prasad
SSP CRANES,"2nd cross- hoodi circle�white field- bangalore -560048 , bangalore","Contact No : 9980338469, ,",Contact Person : mani
TRICE SHIPPING AGENCY PVT. LTD.,"2468- 1st floor- 2nd cross hal 3rd stage- bda layout konena agrahara- bangalore , bangalore","Contact No : 8025216425, ,",Contact Person : NULL
AJANTA ROADLINES(REGD.),"13- lst cross s.g. narayana layout lalbag road banglore , bangalore","Contact No : , 080, 22240422, 22274350, 22275829,",Contact Person : m.l. agarwal
CHUGALE ROADLINES,"bylappa building opp. nandgir school 19th k.m. tumkur road madavara post , bangalore","Contact No : 9886115860, 32483802,",Contact Person : raghunath
EASIUP RENTALS PVT. LTD.,"no. 156- amirtha college road- kesavanhalli- bengaluru - 560037- karnataka , bangalore","Contact No : , 44, 27214152,",Contact Person : mr. sathiya
SRI LAKSHMI ENTERPRISES,"27- 2nd main chennai road ulsor , bangalore","Contact No : 9448047934, 25300214,",Contact Person : s.k ramesh
SAPTHGIRI ENTERPRISES,"146-� kodlu village�madivala- bangalore -560068 , bangalore","Contact No : 9741444477, 9900269399, ,",Contact Person : manjunath
NEST PACKERS & MOVERS,"bangalore , bangalore","Contact No : 9379370385, ,",Contact Person : NULL
AGARWAL DOMESTIC PACKERS & MOVERS,"11. 2nd cross sgn- layout lalbag , bangalore","Contact No : 9343757047, 22124041,",Contact Person : NULL
ECONOMIC TRANSPORT ORGANISATION LIMITED,"70/1- mission road , bangalore","Contact No : 8431924777, 22223778,",Contact Person : s. k. pushp
SKYWIN LOGISTICS,"no-60- yashwanthpur- banglore , bangalore","Contact No : 9448389226, ,",Contact Person : NULL
SKS TRAMSPORT,"11/1 4th main road new tharugpet bangalore , bangalore","Contact No : 9343999929, 9343999919,",Contact Person : khamruddin
H.R.S. PACKER & MOVERS,"26-27- pep bhawan sidhhaiah road , bangalore","Contact No : 9900001157, ,",Contact Person : yogesh kumar
A TO Z LOGISTICS PVT LTD.,"no. 948- 1st floor� hoodi�mahadevapura- bangalore -560041 , bangalore","Contact No : , ,",Contact Person : NULL
CASTEL PACKER & MOVERS,"32- lst floor 4th cross lalbag road k.s. garden , bangalore","Contact No : 9845072411, ,",Contact Person : hari shing
AGARWAL EXPRESS LOGISTICS PVT.LTD.,"d-102- dduttl 2nd stage yeswanthpur , bangalore","Contact No : 8971158971, 41756285,",Contact Person : vikram singh
SMT TRANSPORT,"no. 947� hoody rajpalya- mahadevapura post�white field- bangalore -560048 , bangalore","Contact No : 9845013516, 080 , 28412709, 080 , 28411560, 080 , 28453447,",Contact Person : narayanan
OM SHAKTHI CRANES,"no. 40- 7th a cross- 13th main� bommanahalli- bangalore -560068 , bangalore","Contact No : , 80, 66507070, 25726169,",Contact Person : palani
ANJANI PACKERS & MOVERS,"mukesh complex off ser godwon tukur road main halli , bangalore","Contact No : 9945362090, ,",Contact Person : raj kumar jangra
SRI MANJUNATHAN CARGO MOVERS,"no. 10� 4th cross�kalasipalayam new extension- bangalore -560002 , bangalore","Contact No : , 080 , 22247543, 080 , 22294543,",Contact Person : manjunath
GLOBAL RELOCATION,"126- dduttl kanterwa studio main road yeswanthpur banglore , bangalore","Contact No : 9343183407, 32219247,",Contact Person : arjun singh
VIJAYMANGALA LOGISTICS,"b-177- dduttl yeshwanthpur ind. suburb. 2nd stage banglore , bangalore","Contact No : 9844005932, 23574541,",Contact Person : jagdish prabhu
AGARWAL INDIA PACKERS AND MOVERS,"16- 6th cross - h. siddaiah road opp. srmt transport bangalore , bangalore","Contact No : 9379215751, 41266993,",Contact Person : hari shing
B G SHIRKE CONSTRUCTION TECHNOLOGY PVT. LTD.,"no. 303 & 304- 3rd floor- 135 brigade towers- brigade road- bengaluru - 560025- karnataka , bangalore","Contact No : 9845011111, 80, 22277360, 22277361,",Contact Person : mr. narakeseri
SRI MALAI MAHADESHWARA TRANSPORT,"d-72- dduttl- 2nd stage yeshwanthpur bangalore , bangalore","Contact No : 9900117813, 41901491,",Contact Person : mahesh m
IDBI FEDERAL LIFE INSURACE CO. LTD.,"old no. 153- new no. 3- 6th main- opp. to traffic police station- jaynagar- bengaluru - 560011- karnataka , bangalore","Contact No : 9620111266, 11, 42712999,",Contact Person : mr. bharathi rao
DEEPA ROADLINES PVT. LTD.,"01a-site no.150-banglor , bangalore","Contact No : 9341262826, 08023711588,",Contact Person : g.venkatesh
3T TOOL TECH,"312- 4th cross- rajgopal nagar- 2nd phase- banglore , bangalore","Contact No : 9916074975, ,",Contact Person : mr moorthly
MAA ANNAPURNA TRANSPORT AGENCY LTD,"no.8-8th cross h siddiah road bangalore -560027 , bangalore","Contact No : 7483033044, 08022291730,",Contact Person : s k sultania
JAI BHARAT ROADLINES,"plot no. 107� 4th cross- jc road�kalasipalayam new extension- bangalore -560002 , bangalore","Contact No : 9448387118, 080 , 22277118,",Contact Person : v. nagaraj
STAFFORD CRANE GROUP,"jayanager- bengaluru - 560069- karnataka , bangalore","Contact No : 9591046187, ,",Contact Person : mr. syed moin
A ONE POOJA PACKERS & MOVERS,"no. b163� dduttl industrial suburb- 3rd main yeswanthpur- bangalore -560022 , bangalore","Contact No : 9342777288, 080 , 41224989, 080 , 32912430, 080 , 23470794,",Contact Person : dalvir
INDIA FIRST LIFE INSURANCE,"3rd floor- professional court- 3rd block- jaya nagar- bengaluru - 560011- karnataka , bangalore","Contact No : 9343806021, ,",Contact Person : mr. mohan p . p.
ALL INDIA FAST CARRIERS,"21/1- a.3rd floor opp. k.g.t.a. dr- devraj urs truck terminal yeshwanthpur , bangalore","Contact No : 9394016044, , 9394016044",Contact Person : mr. l.d.jangir
NATIONAL CARGO MOVERS PVT LTD,"badnayakhalli-neelmangala-bangaloe , bangalore","Contact No : 8884880004, , 8884880004",Contact Person : navneeth jangir
SKYWING PACKERS & MOVERS�,"8/1- ground floor 4th cross old madiwala b.t.m. lst stage opp. netharvathi bar , bangalore","Contact No : 9845467510, 32978904,",Contact Person : dalveer sharma
BHARDWAJ CARRIERS,"kranataka , bangalore","Contact No : 9910005989, 27762399, 32222899,",Contact Person : NULL
